freq,psd_x,psd_y,psd_z,psd_xyz
91.9,1.189e+02,4.071e+03,2.283e+04,2.702e+04
93.5,1.394e+02,4.304e+03,3.049e+04,3.494e+04
95.1,1.713e+02,4.278e+03,4.324e+04,4.769e+04
96.6,2.125e+02,3.992e+03,5.693e+04,6.113e+04
98.2,2.705e+02,4.039e+03,6.660e+04,7.091e+04
99.7,3.750e+02,4.800e+03,6.225e+04,6.743e+04
101.3,4.029e+02,4.814e+03,4.713e+04,5.235e+04
102.8,2.882e+02,4.271e+03,4.135e+04,4.591e+04
104.4,1.581e+02,4.181e+03,3.738e+04,4.172e+04
106.0,3.522e+02,4.530e+03,3.019e+04,3.508e+04
107.5,7.473e+02,5.406e+03,1.993e+04,2.608e+04
109.1,8.714e+02,6.613e+03,1.165e+04,1.913e+04
110.6,7.186e+02,7.368e+03,6.344e+03,1.443e+04
112.2,6.110e+02,7.514e+03,3.683e+03,1.181e+04
113.8,5.104e+02,7.139e+03,2.890e+03,1.054e+04
115.3,4.010e+02,6.376e+03,2.894e+03,9.671e+03
116.9,3.137e+02,5.425e+03,3.679e+03,9.418e+03
118.4,2.447e+02,4.537e+03,4.975e+03,9.756e+03
120.0,1.987e+02,3.725e+03,6.169e+03,1.009e+04
121.5,1.522e+02,2.856e+03,6.869e+03,9.877e+03
123.1,1.351e+02,2.598e+03,8.065e+03,1.080e+04
124.7,1.590e+02,2.638e+03,1.007e+04,1.287e+04
126.2,1.314e+02,2.415e+03,1.036e+04,1.290e+04
127.8,1.070e+02,2.244e+03,9.698e+03,1.205e+04
129.3,9.992e+01,2.085e+03,9.636e+03,1.182e+04
130.9,9.646e+01,1.950e+03,9.937e+03,1.198e+04
132.5,1.043e+02,1.626e+03,1.050e+04,1.223e+04
134.0,7.084e+01,5.782e+02,1.207e+04,1.272e+04
135.6,6.950e+01,3.316e+02,1.410e+04,1.450e+04
137.1,9.076e+01,4.457e+02,1.531e+04,1.584e+04
138.7,1.030e+02,5.944e+02,1.664e+04,1.734e+04
140.2,1.259e+02,8.086e+02,1.898e+04,1.992e+04
141.8,1.417e+02,1.091e+03,2.155e+04,2.278e+04
143.4,1.539e+02,1.344e+03,2.404e+04,2.554e+04
144.9,1.800e+02,1.435e+03,2.533e+04,2.695e+04
146.5,2.095e+02,1.358e+03,2.524e+04,2.680e+04
148.0,2.249e+02,1.223e+03,2.517e+04,2.662e+04
149.6,2.729e+02,1.019e+03,2.403e+04,2.533e+04
151.1,3.213e+02,8.642e+02,2.345e+04,2.463e+04
152.7,3.165e+02,7.240e+02,2.226e+04,2.330e+04
154.3,2.783e+02,6.879e+02,2.225e+04,2.321e+04
155.8,2.272e+02,6.251e+02,2.041e+04,2.126e+04
157.4,1.514e+02,5.263e+02,1.708e+04,1.776e+04
158.9,1.070e+02,4.072e+02,1.505e+04,1.557e+04
160.5,8.807e+01,3.045e+02,1.300e+04,1.340e+04
162.1,7.976e+01,2.824e+02,1.136e+04,1.172e+04
163.6,7.617e+01,2.818e+02,1.014e+04,1.050e+04
165.2,8.045e+01,2.977e+02,9.163e+03,9.541e+03
166.7,9.305e+01,3.806e+02,8.552e+03,9.026e+03
168.3,1.003e+02,4.062e+02,7.893e+03,8.400e+03
169.8,1.003e+02,3.787e+02,7.661e+03,8.140e+03
171.4,1.055e+02,4.380e+02,7.831e+03,8.375e+03
173.0,1.251e+02,4.276e+02,7.258e+03,7.811e+03
174.5,1.703e+02,3.912e+02,6.697e+03,7.259e+03
176.1,1.972e+02,3.778e+02,6.022e+03,6.597e+03
177.6,2.004e+02,3.911e+02,6.086e+03,6.677e+03
179.2,1.772e+02,4.036e+02,5.751e+03,6.332e+03
180.8,2.237e+02,4.453e+02,5.545e+03,6.214e+03
182.3,1.784e+02,3.708e+02,5.426e+03,5.975e+03
183.9,2.101e+02,3.700e+02,5.371e+03,5.951e+03
185.4,1.765e+02,4.273e+02,5.430e+03,6.034e+03
187.0,1.708e+02,4.577e+02,5.686e+03,6.314e+03
188.5,2.204e+02,5.225e+02,6.285e+03,7.028e+03
190.1,2.489e+02,6.281e+02,6.791e+03,7.668e+03
191.7,2.142e+02,5.214e+02,7.105e+03,7.840e+03
193.2,2.365e+02,5.069e+02,7.447e+03,8.191e+03
194.8,2.445e+02,4.802e+02,7.330e+03,8.055e+03
196.3,2.379e+02,5.186e+02,7.288e+03,8.044e+03
197.9,3.222e+02,6.585e+02,7.371e+03,8.351e+03
199.5,4.873e+02,6.526e+02,6.783e+03,7.923e+03
