freq,psd_x,psd_y,psd_z,psd_xyz
95.0,8.822e+01,3.396e+03,1.255e+04,1.604e+04
96.6,7.925e+01,3.513e+03,1.139e+04,1.498e+04
98.2,7.100e+01,3.433e+03,9.536e+03,1.304e+04
99.7,7.472e+01,3.147e+03,7.914e+03,1.113e+04
101.3,1.173e+02,2.396e+03,6.002e+03,8.515e+03
102.8,2.117e+02,1.820e+03,4.002e+03,6.034e+03
104.4,2.653e+02,1.463e+03,3.271e+03,4.999e+03
105.9,3.328e+02,1.074e+03,3.128e+03,4.534e+03
107.5,5.278e+02,9.528e+02,3.967e+03,5.448e+03
109.1,6.385e+02,1.209e+03,4.893e+03,6.740e+03
110.6,5.038e+02,1.660e+03,4.429e+03,6.593e+03
112.2,3.129e+02,2.557e+03,3.504e+03,6.375e+03
113.7,2.158e+02,3.215e+03,2.415e+03,5.847e+03
115.3,1.689e+02,2.251e+03,1.323e+03,3.744e+03
116.9,1.356e+02,1.854e+03,1.600e+03,3.590e+03
118.4,1.090e+02,1.633e+03,2.173e+03,3.915e+03
120.0,8.902e+01,1.422e+03,2.555e+03,4.066e+03
121.5,7.069e+01,1.100e+03,2.698e+03,3.868e+03
123.1,6.181e+01,9.589e+02,2.555e+03,3.575e+03
124.6,6.068e+01,8.955e+02,2.591e+03,3.547e+03
126.2,5.848e+01,8.674e+02,3.240e+03,4.166e+03
127.8,5.398e+01,9.153e+02,4.374e+03,5.343e+03
129.3,5.622e+01,9.377e+02,5.003e+03,5.997e+03
130.9,5.880e+01,9.207e+02,5.078e+03,6.058e+03
132.4,5.663e+01,8.264e+02,4.958e+03,5.841e+03
134.0,4.516e+01,4.696e+02,5.526e+03,6.041e+03
135.6,4.373e+01,4.435e+02,7.828e+03,8.316e+03
137.1,5.083e+01,5.049e+02,1.049e+04,1.104e+04
138.7,5.713e+01,5.351e+02,1.255e+04,1.314e+04
140.2,6.876e+01,5.053e+02,1.284e+04,1.341e+04
141.8,8.017e+01,4.318e+02,1.226e+04,1.277e+04
143.3,9.857e+01,3.602e+02,1.075e+04,1.120e+04
144.9,1.185e+02,2.814e+02,8.118e+03,8.518e+03
146.5,1.350e+02,2.280e+02,5.916e+03,6.279e+03
148.0,1.588e+02,1.863e+02,4.350e+03,4.695e+03
149.6,1.698e+02,1.628e+02,3.340e+03,3.672e+03
151.1,1.865e+02,1.358e+02,2.574e+03,2.897e+03
152.7,2.086e+02,1.232e+02,2.201e+03,2.532e+03
154.3,1.811e+02,1.121e+02,1.824e+03,2.117e+03
155.8,1.485e+02,9.822e+01,1.554e+03,1.801e+03
157.4,1.373e+02,9.995e+01,1.476e+03,1.713e+03
158.9,1.087e+02,1.426e+02,1.344e+03,1.595e+03
160.5,1.052e+02,2.425e+02,1.391e+03,1.739e+03
162.0,7.372e+01,2.318e+02,1.360e+03,1.666e+03
163.6,3.949e+01,1.363e+02,1.444e+03,1.620e+03
165.2,4.006e+01,1.072e+02,1.368e+03,1.515e+03
166.7,4.261e+01,8.408e+01,1.170e+03,1.297e+03
168.3,4.286e+01,9.323e+01,1.174e+03,1.310e+03
169.8,4.062e+01,9.820e+01,1.090e+03,1.229e+03
171.4,3.743e+01,9.705e+01,1.028e+03,1.162e+03
172.9,3.755e+01,8.937e+01,9.932e+02,1.120e+03
174.5,3.604e+01,8.886e+01,1.062e+03,1.187e+03
176.1,3.255e+01,7.931e+01,1.000e+03,1.112e+03
177.6,3.637e+01,7.965e+01,9.523e+02,1.068e+03
179.2,4.201e+01,8.638e+01,1.040e+03,1.169e+03
180.7,4.274e+01,8.993e+01,1.136e+03,1.269e+03
182.3,4.480e+01,9.173e+01,1.259e+03,1.395e+03
183.9,5.088e+01,1.020e+02,1.493e+03,1.646e+03
185.4,5.578e+01,1.173e+02,1.746e+03,1.919e+03
187.0,5.941e+01,1.141e+02,1.851e+03,2.024e+03
188.5,5.985e+01,1.090e+02,1.827e+03,1.996e+03
190.1,5.969e+01,1.123e+02,1.748e+03,1.920e+03
191.6,5.977e+01,1.111e+02,1.675e+03,1.846e+03
193.2,5.494e+01,9.855e+01,1.326e+03,1.479e+03
194.8,5.013e+01,8.403e+01,1.019e+03,1.153e+03
196.3,4.761e+01,7.411e+01,7.884e+02,9.101e+02
197.9,4.392e+01,6.826e+01,6.442e+02,7.564e+02
199.4,4.012e+01,6.344e+01,5.541e+02,6.577e+02
