freq,psd_x,psd_y,psd_z,psd_xyz
56.2,4.107e+05,1.294e+04,7.149e+04,4.951e+05
57.8,3.873e+05,1.482e+04,9.107e+04,4.932e+05
59.4,4.251e+05,1.729e+04,9.167e+04,5.341e+05
61.0,3.758e+05,1.704e+04,7.623e+04,4.690e+05
62.6,3.330e+05,1.825e+04,6.839e+04,4.196e+05
64.2,2.924e+05,1.804e+04,6.741e+04,3.778e+05
65.8,2.479e+05,1.826e+04,6.052e+04,3.267e+05
67.4,2.141e+05,2.048e+04,4.167e+04,2.762e+05
69.1,1.807e+05,2.083e+04,2.278e+04,2.244e+05
70.7,1.484e+05,1.717e+04,1.298e+04,1.786e+05
72.3,1.205e+05,1.228e+04,1.011e+04,1.429e+05
73.9,9.373e+04,8.985e+03,8.743e+03,1.115e+05
75.5,7.673e+04,7.481e+03,8.556e+03,9.276e+04
77.1,6.864e+04,7.277e+03,8.980e+03,8.490e+04
78.7,6.327e+04,7.360e+03,9.572e+03,8.020e+04
80.3,5.977e+04,7.373e+03,1.102e+04,7.817e+04
81.9,5.544e+04,7.218e+03,1.207e+04,7.473e+04
83.5,5.211e+04,7.123e+03,1.234e+04,7.157e+04
85.1,4.961e+04,7.024e+03,1.198e+04,6.861e+04
86.7,4.642e+04,6.888e+03,1.192e+04,6.523e+04
88.3,4.284e+04,6.708e+03,1.224e+04,6.179e+04
89.9,3.936e+04,6.512e+03,1.220e+04,5.807e+04
91.5,3.686e+04,6.365e+03,1.190e+04,5.512e+04
93.1,3.462e+04,6.115e+03,1.148e+04,5.222e+04
94.8,3.229e+04,6.041e+03,1.144e+04,4.977e+04
96.4,3.010e+04,6.093e+03,1.215e+04,4.834e+04
98.0,2.797e+04,6.172e+03,1.320e+04,4.734e+04
99.6,2.600e+04,6.272e+03,1.438e+04,4.665e+04
101.2,2.416e+04,6.324e+03,1.510e+04,4.558e+04
102.8,2.267e+04,6.340e+03,1.533e+04,4.434e+04
104.4,2.092e+04,6.193e+03,1.645e+04,4.356e+04
106.0,1.908e+04,5.979e+03,1.843e+04,4.348e+04
107.6,1.715e+04,5.714e+03,2.105e+04,4.392e+04
109.2,1.546e+04,5.458e+03,2.450e+04,4.541e+04
110.8,1.496e+04,5.699e+03,2.689e+04,4.754e+04
112.4,1.620e+04,6.977e+03,2.408e+04,4.725e+04
114.0,1.730e+04,8.493e+03,1.574e+04,4.154e+04
115.6,1.675e+04,9.232e+03,9.870e+03,3.586e+04
117.2,1.483e+04,8.852e+03,8.985e+03,3.267e+04
118.8,1.255e+04,8.104e+03,8.663e+03,2.931e+04
120.4,9.941e+03,7.119e+03,5.773e+03,2.283e+04
122.1,8.128e+03,6.399e+03,4.329e+03,1.886e+04
123.7,7.892e+03,6.892e+03,4.257e+03,1.904e+04
125.3,8.001e+03,7.868e+03,4.240e+03,2.011e+04
126.9,8.167e+03,8.950e+03,4.134e+03,2.125e+04
128.5,8.328e+03,1.015e+04,4.076e+03,2.256e+04
130.1,8.363e+03,1.110e+04,4.512e+03,2.397e+04
131.7,7.948e+03,1.116e+04,6.164e+03,2.527e+04
133.3,3.937e+03,6.403e+03,6.453e+03,1.679e+04
134.9,8.375e+02,2.431e+03,4.445e+03,7.714e+03
136.5,6.457e+02,2.036e+03,2.962e+03,5.644e+03
138.1,5.867e+02,1.766e+03,1.856e+03,4.209e+03
139.7,5.419e+02,1.622e+03,1.253e+03,3.417e+03
141.3,5.314e+02,1.564e+03,1.075e+03,3.170e+03
142.9,5.132e+02,1.500e+03,1.234e+03,3.247e+03
144.5,4.498e+02,1.326e+03,1.527e+03,3.304e+03
146.1,3.485e+02,1.061e+03,1.755e+03,3.164e+03
147.7,2.681e+02,8.224e+02,1.966e+03,3.056e+03
149.4,2.230e+02,6.321e+02,2.025e+03,2.880e+03
151.0,1.889e+02,5.130e+02,1.988e+03,2.689e+03
152.6,1.644e+02,4.257e+02,2.023e+03,2.613e+03
154.2,1.485e+02,3.670e+02,2.205e+03,2.720e+03
155.8,1.400e+02,3.183e+02,2.683e+03,3.142e+03
157.4,1.351e+02,2.647e+02,3.759e+03,4.159e+03
159.0,1.662e+02,2.470e+02,6.437e+03,6.850e+03
160.6,2.305e+02,2.667e+02,1.054e+04,1.104e+04
162.2,3.011e+02,3.101e+02,1.233e+04,1.294e+04
163.8,4.014e+02,3.866e+02,1.254e+04,1.333e+04
165.4,5.489e+02,5.444e+02,1.213e+04,1.322e+04
167.0,9.316e+02,1.504e+03,1.369e+04,1.613e+04
168.6,1.534e+03,3.348e+03,1.845e+04,2.333e+04
170.2,1.165e+03,2.702e+03,1.542e+04,1.929e+04
171.8,9.335e+02,1.980e+03,1.234e+04,1.526e+04
173.4,9.973e+02,2.413e+03,9.555e+03,1.297e+04
175.0,1.144e+03,4.159e+03,1.005e+04,1.535e+04
176.7,1.267e+03,7.643e+03,1.581e+04,2.472e+04
178.3,8.587e+02,6.616e+03,1.880e+04,2.627e+04
179.9,7.353e+02,3.298e+03,2.071e+04,2.475e+04
181.5,9.116e+02,2.090e+03,2.204e+04,2.504e+04
183.1,1.111e+03,1.994e+03,2.385e+04,2.695e+04
184.7,1.361e+03,2.302e+03,2.510e+04,2.876e+04
186.3,1.741e+03,3.052e+03,2.403e+04,2.882e+04
187.9,1.993e+03,4.194e+03,2.308e+04,2.926e+04
189.5,1.995e+03,4.941e+03,2.410e+04,3.104e+04
191.1,1.886e+03,5.141e+03,2.699e+04,3.401e+04
192.7,1.615e+03,4.516e+03,3.044e+04,3.657e+04
194.3,1.364e+03,3.302e+03,3.220e+04,3.686e+04
195.9,1.310e+03,2.287e+03,2.961e+04,3.321e+04
197.5,1.490e+03,2.052e+03,2.276e+04,2.630e+04
199.1,1.799e+03,2.581e+03,1.512e+04,1.950e+04
